../assets/tile_sheets/bigTileSheetWarehouseSecurity.txt
MAP_START
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAP_END
ENTITIES_START
1,2,2
12,0,2,3,5
12,0,1,3,5
12,0,0,3,5
12,1,0,3,5
12,2,0,3,5
12,3,0,3,5
12,4,0,3,5
12,4,1,3,5
12,4,2,3,5
12,0,3,3,5
12,0,4,3,5
12,0,5,3,5
12,0,6,3,5
12,4,3,3,5
12,0,7,3,5
12,1,7,3,5
12,2,7,3,5
12,3,7,3,5
12,4,7,3,5
12,5,7,3,5
12,6,7,3,5
12,7,7,3,5
12,8,7,3,5
12,8,6,3,5
12,8,5,3,5
12,8,4,3,5
12,5,0,3,5
12,6,0,3,5
12,7,0,3,5
12,8,0,3,5
12,10,0,3,5
12,11,0,3,5
12,12,0,3,5
12,12,6,3,5
12,12,5,3,5
12,12,4,3,5
12,12,3,3,5
12,12,2,3,5
12,12,1,3,5
12,12,7,3,5
12,9,0,3,5
12,12,8,3,5
12,12,9,3,5
12,12,10,3,5
12,12,11,3,5
12,11,11,3,5
12,10,11,3,5
12,9,11,3,5
12,8,11,3,5
12,7,11,3,5
12,6,11,3,5
12,5,11,3,5
12,0,8,3,5
12,0,9,3,5
12,0,10,3,5
12,0,11,3,5
12,0,12,3,5
12,0,13,3,5
12,0,14,3,5
12,0,15,3,5
12,1,15,3,5
12,2,15,3,5
12,3,15,3,5
12,4,15,3,5
12,5,15,3,5
12,6,15,3,5
12,7,15,3,5
12,8,15,3,5
12,9,15,3,5
12,10,15,3,5
12,11,15,3,5
12,12,15,3,5
12,13,15,3,5
12,14,15,3,5
12,15,15,3,5
12,16,15,3,5
12,16,14,3,5
12,16,13,3,5
12,16,12,3,5
12,16,11,3,5
12,16,10,3,5
12,16,9,3,5
12,16,8,3,5
12,13,0,3,5
12,14,0,3,5
12,15,0,3,5
12,16,0,3,5
12,17,0,3,5
12,16,7,3,5
12,16,6,3,5
12,16,5,3,5
12,16,4,3,5
12,18,0,3,5
12,19,0,3,5
12,20,0,3,5
12,20,1,3,5
12,20,2,3,5
12,20,3,3,5
12,20,4,3,5
12,20,5,3,5
12,20,6,3,5
12,20,7,3,5
12,20,8,3,5
12,20,9,3,5
12,20,10,3,5
12,20,11,3,5
12,20,12,3,5
12,20,13,3,5
12,20,14,3,5
12,20,15,3,5
12,20,16,3,5
12,20,17,3,5
12,20,18,3,5
12,20,19,3,5
12,19,19,3,5
12,18,19,3,5
12,17,19,3,5
12,16,19,3,5
12,15,19,3,5
12,14,19,3,5
12,13,19,3,5
12,12,19,3,5
12,11,19,3,5
12,10,19,3,5
12,9,19,3,5
12,8,19,3,5
12,7,19,3,5
12,6,19,3,5
12,5,19,3,5
12,4,19,3,5
12,3,19,3,5
12,2,19,3,5
12,1,19,3,5
12,0,19,3,5
12,0,18,3,5
12,0,17,3,5
12,0,16,3,5
ENTITIES_END
CONTACTS_START
CONTACTS_END
