../assets/tile_sheets/bigTileSheetWarehouseSecurity.txt
MAP_START
26,27,28,29,30,26,27,28,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,898,898,898,898,898,898,898,898,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,1,1,894,894,894,894,894,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,1,1,894,894,894,894,894,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,894,894,894,894,894,894,894,894,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,894,894,894,894,894,894,894,894,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,894,894,894,894,894,894,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,894,894,894,894,894,894,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898,898,898,898,898,898,898,898,898,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,175,176,177,178,174,175,176,177,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,894,894,894,894,894,894,38,0,898,898,898,898,38,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,894,894,894,894,894,894,38,1,894,1,894,1,38,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,894,894,903,903,894,894,38,894,894,894,894,894,38,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,894,894,903,903,894,894,38,1,894,1,894,1,38,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,894,894,894,894,894,894,38,894,894,894,894,894,38,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,894,894,894,894,894,894,38,1,894,1,894,1,38,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,898,898,898,898,0,38,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,74,74,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,38,74,74,74,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,38,74,74,74,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,38,74,74,74,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,38,38,38,38,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAP_END
ENTITIES_START
1,19,10
7,9,8
2,1,6
6,1,7
2,14,10
2,13,20
2,13,21
2,12,22
2,14,22
2,14,20
5,21,12
5,21,14
5,23,14
5,23,16
5,21,16
5,23,12
5,19,14
5,19,16
7,23,17
ENTITIES_END
CONTACTS_START
4,2
11,16
11,13
11,12
11,17
11,18
11,15
11,14
11,19
12,17
12,11
12,16
12,13
12,18
12,15
12,14
12,19
13,16
13,11
13,12
13,17
13,18
13,15
13,14
13,19
14,15
14,18
14,17
14,12
14,13
14,16
14,11
14,19
15,18
15,17
15,12
15,11
15,16
15,13
15,14
15,19
16,11
16,17
16,12
16,13
16,18
16,15
16,14
16,19
17,11
17,16
17,12
17,13
17,18
17,15
17,14
17,19
18,11
18,16
18,17
18,12
18,13
18,15
18,14
18,19
CONTACTS_END
